from_newsgroup,to_newsgroup,number_of_references,references_from_newsgroup,references_out_of_newsgroup
no.c,no.biz.diskusjoner,82,23413,17227
no.general,no.prat.seksualitet,82,572652,195646
no.marked.data,no.video,82,33874,20913
no.multimedia,no.video,82,31206,26667
no.net,no.eunet.hjelp,82,23765,19184
no.net,no.unix,82,23765,19184
no.org.efn.diskusjon,no.musikk,82,11860,7006
no.pc,no.norsk.fagord,82,72503,28078
no.radio-tv,no.audio,82,15586,5574
no.sykkel,no.bil,82,9200,1677
no.uninett.diverse,no.norsk,82,1453,1230
no.video,no.marked.data,82,1701,1028
no.marked.jobb,no.alt.flame,81,20015,16808
no.marked.jobb,no.alt.frustrasjoner,81,20015,16808
no.marked.jobb,no.alt.gledesutbrudd,81,20015,16808
no.marked.jobb,no.alt.sjokolade,81,20015,16808
no.marked.jobb,no.vitser,81,20015,16808
no.www,no.alt.motorsykler,81,14654,2747
no.alkohol,no.kjemi,80,26420,13785
no.alt.diskusjoner,no.alt.tegneserier,80,168368,81207
no.alt.flame,no.bil,80,156932,49658
no.alt.pompelog,no.alt.god.jul,80,4872,4129
no.general,no.ms-windows,80,572652,195646
no.linux,no.tegnsett,80,55051,23868
no.mac,no.alt.gledesutbrudd,80,71238,24654
no.musikk,no.alt.diskusjoner,80,140052,23221
no.unix,no.net,80,14256,4998
no.vit.diverse,unknown,80,3710,1319
no.www,no.marked.data,80,14654,2747
no.alt.config,no.multimedia,79,6324,4840
no.ef,no.biz.diskusjoner,79,29077,23384
no.eunet.diverse,no.film,79,3074,2762
no.eunet.diverse,no.irc,79,3074,2762
no.general,no.medisin,79,572652,195646
no.irc,no.norsk,79,53520,29112
no.marked,no.www,79,50284,36323
no.net,no.alt.pompelog,79,23765,19184
no.news.diverse,no.irc,79,62629,27354
no.alt.pompelog,no.alt.tegneserier,78,4872,4129
no.biz.diskusjoner,no.marked.data,78,1933,1624
no.eunet.drift,no.general,78,2743,2106
no.marked.data,no.www,78,33874,20913
no.alt.flame,no.sykkel,77,156932,49658
no.alt.gledesutbrudd,no.linux,77,34672,9680
no.general,no.alt.arkiv,77,572652,195646
no.general,no.reiser,77,572652,195646
no.jus,no.alt.gledesutbrudd,77,59888,34547
no.news.diverse,no.spill,77,62629,27354
no.alt.diskusjoner,no.biz.diskusjoner,76,168368,81207
no.alt.frustrasjoner,no.speider,76,142818,41663
no.alt.pompelog,unknown,76,4872,4129
no.biz.annonser,no.norsk,76,6978,4924
no.nuug,no.news.diverse,76,3090,2947
no.org.efn.diskusjon,no.news.diverse,76,11860,7006
no.x,no.unix,76,765,280
no.alt.frustrasjoner,no.telepost,75,142818,41663
no.alt.gledesutbrudd,no.mac,75,34672,9680
no.alt.god.jul,no.norsk,75,14888,13251
no.alt.mat,no.vit.diverse,75,13614,6912
no.biz.annonser,no.sport.diverse,75,6978,4924
no.it.os.os2,unknown,75,1948,96
no.slekt,no.spill,75,8720,2814
no.alt.flame,no.film,74,156932,49658
no.alt.god.jul,no.alt.diskusjoner,74,14888,13251
no.alt.pompelog,no.embnet,74,4872,4129
no.bil,no.marked.bil,74,31226,13872
no.biz.nettilbydere,no.pc,74,5604,2699
no.c,no.alt.frustrasjoner,74,23413,17227
no.mail.diverse,no.it.emacs,74,26660,21940
no.marked,no.uninett.diverse,74,50284,36323
no.musikk,no.psykologi,74,140052,23221
no.norsk,no.radio_tv,74,107590,28991
no.radio-tv,no.pc,74,15586,5574
no.speider,no.marked,74,4784,1847
no.telepost,no.ef,74,7580,5114
no.vr,no.general,74,707,471
no.alt.frustrasjoner,no.stortinget,73,142818,41663
no.bolig,no.marked,73,1856,1068
no.musikk,no.org.efn.diskusjon,73,140052,23221
no.net,no.biz.diskusjoner,73,23765,19184
no.unix,no.alt.tegneserier,73,14256,4998
no.alt.config,no.alt.radio-tv.irma-1000,72,6324,4840
no.alt.mat,no.alt.tegneserier,72,13614,6912
no.alt.tegneserier,no.alt.mat,72,18956,14973
no.alt.tegneserier,no.alt.pompelog,72,18956,14973
no.film,no.alt.frustrasjoner,72,51355,19630
no.norsk,no.uninett.diverse,72,107590,28991
no.unix,no.x,72,14256,4998
no.vitser,no.kjemi,72,23838,5996
no.www,no.vitser,72,14654,2747
no.alt.gledesutbrudd,no.jus,71,34672,9680
no.alt.pompelog,no.biz.diskusjoner,71,4872,4129
no.elektronikk,no.alt.flame,71,24612,17793
no.jus,no.stortinget,71,59888,34547
no.mac,no.alkohol,71,71238,24654
no.marked.data,no.mswindow,71,33874,20913
no.radio-tv,no.marked,71,15586,5574
no.alt.arkiv,no.alt.radio-tv.irma-1000,70,2971,2714
no.alt.diskusjoner,no.unix,70,168368,81207
no.alt.flame,no.alt.radio-tv.irma-1000,70,156932,49658
no.alt.god.jul,no.alt.pompelog,70,14888,13251
no.alt.god.jul,no.alt.radio_tv.irma1000,70,14888,13251
no.alt.radio_tv.irma1000,no.alt.god.jul,70,3234,2591
no.alt.tegneserier,no.radio_tv,70,18956,14973
no.biz.annonser.data,no.spill,70,2365,1608
no.film,no.alt.mat,70,51355,19630
no.marked.jobb,no.ms-windows,70,20015,16808
no.news.drift,no.unix,70,6403,5345
no.norsk,no.biz.annonser,70,107590,28991
no.prat.seksualitet,no.psykologi,70,25183,3836
no.stortinget,no.vitser,70,30197,14787
no.unix,no.news.drift,70,14256,4998
no.alt.gledesutbrudd,no.c,69,34672,9680
no.alt.gledesutbrudd,no.ef,69,34672,9680
no.alt.gledesutbrudd,no.embnet,69,34672,9680
no.alt.pompelog,no.unix,69,4872,4129
no.biz.diskusjoner,no.alt.diskusjoner,69,1933,1624
no.biz.diskusjoner,no.eunet.hjelp,69,1933,1624
no.eunet.hjelp,no.biz.diskusjoner,69,3090,2350
no.news.diverse,no.speider,69,62629,27354
no.radio-tv,no.religion,69,15586,5574
no.spill,no.uninett.diverse,69,30675,6456
no.stortinget,no.jus,69,30197,14787
no.uninett.skole,no.alt.frustrasjoner,69,3275,1722
no.ai,no.alt.radio_tv.irma1000,68,3748,2988
no.alt.arkiv,no.alt.radio_tv.irma1000,68,2971,2714
no.alt.mat,no.c,68,13614,6912
no.alt.mat,no.ef,68,13614,6912
no.alt.mat,no.embnet,68,13614,6912
no.bibsys,unknown,68,3448,2954
no.biz.diskusjoner,no.net,68,1933,1624
no.it.emacs,no.alt.gledesutbrudd,68,3435,945
no.mswindow,no.marked.data,68,1132,348
no.news.diverse,no.film,68,62629,27354
no.unix,no.perl,68,14256,4998
no.alt.mat.drikke,no.alt.pompelog,67,3508,2315
no.alt.mat.drikke,no.alt.radio_tv.irma1000,67,3508,2315
no.alt.pompelog,no.eunet.diverse,67,4872,4129
no.alt.pompelog,no.eunet.drift,67,4872,4129
no.alt.pompelog,no.havforskning,67,4872,4129
no.alt.pompelog,no.jus,67,4872,4129
no.amiga,no.mac,67,13494,803
no.bil,no.sykkel,67,31226,13872
no.c,no.spill,67,23413,17227
no.lisp,no.it.emacs,67,12384,10668
no.spill,no.biz.annonser.data,67,30675,6456
no.sport.diverse,no.marked.data,67,15689,4266
no.alt.diskusjoner,no.mail.drift,66,168368,81207
no.alt.frustrasjoner,no.nuug,66,142818,41663
no.alt.gledesutbrudd,no.eunet.diverse,66,34672,9680
no.alt.katter,no.alt.pompelog,66,5789,2679
no.alt.katter,no.alt.radio_tv.irma1000,66,5789,2679
no.marked.bil,no.marked.data,66,1434,1075
no.norsk,no.slekt,66,107590,28991
no.pc,no.uninett.diverse,66,72503,28078
no.radio-tv,no.marked.data,66,15586,5574
no.uninett.diverse,no.spill,66,1453,1230
no.alt.frustrasjoner,no.tegnsett,65,142818,41663
no.alt.gledesutbrudd,no.havforskning,65,34672,9680
no.alt.gledesutbrudd,no.radio_tv,65,34672,9680
no.biz.diskusjoner,no.news.drift,65,1933,1624
no.biz.diskusjoner,no.unix,65,1933,1624
no.eunet.hjelp,no.unix,65,3090,2350
no.marked.bolig,no.marked.data,65,1234,1102
no.marked.data,no.sport.diverse,65,33874,20913
no.musikk,no.sport.diverse,65,140052,23221
no.net,no.alt.config,65,23765,19184
no.reiser,no.general,65,2299,410
no.spill,no.c,65,30675,6456
no.spill,no.speider,65,30675,6456
no.uninett.diverse,no.radio_tv,65,1453,1230
no.alt.mat,no.havforskning,64,13614,6912
no.biz.annonser,no.film,64,6978,4924
no.biz.diskusjoner,no.biz.annonser,64,1933,1624
no.mac,no.typografi,64,71238,24654
no.multimedia,no.uninett.diverse,64,31206,26667
no.news.diverse,no.reiser,64,62629,27354
no.news.diverse,no.religion,64,62629,27354
no.norsk.fagord,no.pc,64,1361,635
no.pc,no.radio-tv,64,72503,28078
no.radio_tv,no.alt.tegneserier,64,6092,3057
no.vit.diverse,no.medisin,64,3710,1319
no.ef,no.alt.frustrasjoner,63,29077,23384
no.it.emacs,no.linux,63,3435,945
no.jus,no.eunet.diverse,63,59888,34547
no.marked.bil,no.bil,63,1434,1075
no.musikk,no.radio-tv,63,140052,23221
no.news.drift,no.biz.diskusjoner,63,6403,5345
no.student.nett,no.general,63,947,527
no.uninett.diverse,no.multimedia,63,1453,1230
no.uninett.diverse,no.pc,63,1453,1230
no.unix,no.alt.diskusjoner,63,14256,4998
no.unix,no.biz.diskusjoner,63,14256,4998
no.unix,no.ef,63,14256,4998
no.unix,no.eunet.hjelp,63,14256,4998
no.alt.gledesutbrudd,no.eunet.drift,62,34672,9680
no.alt.gledesutbrudd,no.eunet.hjelp,62,34672,9680
no.alt.mat,no.eunet.diverse,62,13614,6912
no.alt.mat,no.eunet.drift,62,13614,6912
no.alt.mat,no.eunet.hjelp,62,13614,6912
no.alt.mat,no.jus,62,13614,6912
no.alt.pompelog,no.alt.flame,62,4872,4129
no.alt.pompelog,no.alt.katter,62,4872,4129
no.alt.pompelog,no.alt.mat.drikke,62,4872,4129
no.alt.tegneserier,no.eunet.hjelp,62,18956,14973
no.biz.diskusjoner,no.alt.pompelog,62,1933,1624
no.marked,no.bolig,62,50284,36323
no.marked.data,no.marked.bil,62,33874,20913
no.multimedia,no.biz.annonser,62,31206,26667
no.standard,no.c,62,928,767
no.alt.motorsykler,no.film,61,272638,18101
no.alt.radio_tv.irma1000,no.radio_tv,61,3234,2591
no.alt.radio_tv.irma1000,unknown,61,3234,2591
no.c,no.pc,61,23413,17227
no.general,no.alt.mat.drikke,61,572652,195646
no.jus,no.eunet.drift,61,59888,34547
no.ms-windows,no.mswindow,61,21902,9781
no.news.diverse,no.c,61,62629,27354
no.pc,no.c,61,72503,28078
no.radio_tv,no.uninett.diverse,61,6092,3057
no.spill,no.norsk,61,30675,6456
no.tele,no.news.diverse,61,19324,7115
no.typografi,no.mac,61,3442,2698
no.alt.mat,no.stortinget,60,13614,6912
no.biz.annonser,no.mail.diverse,60,6978,4924
no.c,no.alt.gledesutbrudd,60,23413,17227
no.c,no.alt.mat,60,23413,17227
no.ef,no.alt.gledesutbrudd,60,29077,23384
no.ef,no.alt.mat,60,29077,23384
no.embnet,no.alt.frustrasjoner,60,17286,16200
no.embnet,no.alt.gledesutbrudd,60,17286,16200
no.embnet,no.alt.mat,60,17286,16200
no.embnet,no.alt.pompelog,60,17286,16200
no.mac,no.ms-windows,60,71238,24654
no.marked.bil,no.marked.bolig,60,1434,1075
no.marked.bolig,no.marked.bil,60,1234,1102
no.news.diverse,no.havforskning,60,62629,27354
no.pc,no.vr,60,72503,28078
no.slekt,no.marked,60,8720,2814
no.slekt.etterlysning,unknown,60,2120,149
no.spill,no.alt.diskusjoner,60,30675,6456
no.spill,no.vr,60,30675,6456
no.sport.diverse,no.biz.annonser.data,60,15689,4266
no.stortinget,no.alt.frustrasjoner,60,30197,14787
no.tele,no.ef,60,19324,7115
no.tele,no.ms-windows,60,19324,7115
no.unix,no.alt.pompelog,60,14256,4998
no.alt.frustrasjoner,no.spill,59,142818,41663
no.alt.mat.drikke,no.it.emacs,59,3508,2315
no.biz.annonser,no.musikk,59,6978,4924
no.biz.diskusjoner,no.marked,59,1933,1624
no.embnet,no.eunet.hjelp,59,17286,16200
no.havforskning,no.alt.gledesutbrudd,59,17004,15678
no.marked,no.alt.flame,59,50284,36323
no.marked.data,no.marked.bolig,59,33874,20913
no.org.efn.diskusjon,no.org.isoc-no,59,11860,7006
no.speider,no.spill,59,4784,1847
no.alkohol,no.mac,58,26420,13785
no.alt.config,no.mac,58,6324,4840
no.alt.diskusjoner,no.spill,58,168368,81207
no.alt.flame,no.kjemi,58,156932,49658
no.alt.frustrasjoner,no.sources.list,58,142818,41663
no.alt.frustrasjoner,no.sources.wanted,58,142818,41663
no.alt.radio-tv.irma-1000,no.news.diverse,58,12006,11504
no.biz.annonser.data,no.multimedia,58,2365,1608
no.biz.annonser.data,no.sport.diverse,58,2365,1608
no.eunet.drift,no.audio,58,2743,2106
no.havforskning,no.alt.mat,58,17004,15678
no.irc,no.radio_tv,58,53520,29112
no.litteratur,no.skole.diverse,58,29283,20463
no.multimedia,no.biz.annonser.data,58,31206,26667
no.spill,no.vitser,58,30675,6456
no.alkohol,no.alt.tegneserier,57,26420,13785
no.alt.arkiv,no.alt.tegneserier,57,2971,2714
no.alt.diskusjoner,no.vr,57,168368,81207
no.alt.radio_tv.irma1000,no.ai,57,3234,2591
no.alt.radio_tv.irma1000,no.alt.arkiv,57,3234,2591
no.alt.radio_tv.irma1000,no.alt.flame,57,3234,2591
no.alt.radio_tv.irma1000,no.alt.katter,57,3234,2591
no.alt.radio_tv.irma1000,no.alt.mat.drikke,57,3234,2591
no.alt.tegneserier,no.alkohol,57,18956,14973
no.alt.tegneserier,no.alt.arkiv,57,18956,14973
no.ef,no.unix,57,29077,23384
no.eunet.diverse,no.alt.gledesutbrudd,57,3074,2762
no.eunet.diverse,no.eunet.hjelp,57,3074,2762
no.havforskning,no.alt.frustrasjoner,57,17004,15678
no.ms-windows,no.mac,57,21902,9781
no.multimedia,no.vr,57,31206,26667
no.norsk,no.spill,57,107590,28991
no.prat.seksualitet,no.prat.politikk,57,25183,3836
no.radio_tv,no.vr,57,6092,3057
no.slekt,no.pc,57,8720,2814
no.slekt,no.speider,57,8720,2814
no.sport.diverse,no.speider,57,15689,4266
no.uninett.diverse,no.vr,57,1453,1230
no.vr,no.alt.diskusjoner,57,707,471
no.vr,no.multimedia,57,707,471
no.vr,no.pc,57,707,471
no.vr,no.radio_tv,57,707,471
no.vr,no.spill,57,707,471
no.vr,no.uninett.diverse,57,707,471
no.alt.katter,no.marked,56,5789,2679
no.biz.diskusjoner,no.pc,56,1933,1624
no.bolig,no.biz.annonser,56,1856,1068
no.eunet.diverse,no.alt.frustrasjoner,56,3074,2762
no.eunet.diverse,no.alt.mat,56,3074,2762
no.eunet.diverse,no.alt.pompelog,56,3074,2762
no.eunet.diverse,no.jus,56,3074,2762
no.eunet.drift,no.alt.frustrasjoner,56,2743,2106
no.eunet.drift,no.alt.gledesutbrudd,56,2743,2106
no.eunet.drift,no.alt.mat,56,2743,2106
no.eunet.drift,no.alt.pompelog,56,2743,2106
no.eunet.drift,no.jus,56,2743,2106
no.eunet.hjelp,no.alt.frustrasjoner,56,3090,2350
no.eunet.hjelp,no.alt.gledesutbrudd,56,3090,2350
no.eunet.hjelp,no.alt.mat,56,3090,2350
no.eunet.hjelp,no.alt.tegneserier,56,3090,2350
no.eunet.hjelp,no.embnet,56,3090,2350
no.eunet.hjelp,no.eunet.diverse,56,3090,2350
no.eunet.hjelp,no.havforskning,56,3090,2350
no.eunet.hjelp,no.jus,56,3090,2350
no.havforskning,no.alt.pompelog,56,17004,15678
no.havforskning,no.eunet.hjelp,56,17004,15678
no.jus,no.alt.mat,56,59888,34547
no.jus,no.alt.pompelog,56,59888,34547
no.jus,no.eunet.hjelp,56,59888,34547
no.kjemi,no.alt.flame,56,25136,21500
no.litteratur,no.spill,56,29283,20463
no.pc,no.film,56,72503,28078
no.prat.aksjer,unknown,56,1613,355
no.radio_tv,no.alt.gledesutbrudd,56,6092,3057
no.speider,no.alt.gledesutbrudd,56,4784,1847
no.speider,no.slekt,56,4784,1847
no.tegnsett,no.vitser,56,2870,1883
no.alt.arkiv,no.kjemi,55,2971,2714
no.alt.arkiv,no.mail.diverse,55,2971,2714
no.alt.arkiv,no.mail.drift,55,2971,2714
no.alt.arkiv,no.marked,55,2971,2714
no.alt.arkiv,no.news.diverse,55,2971,2714
no.alt.config,no.kjemi,55,6324,4840
no.alt.config,no.mail.diverse,55,6324,4840
no.alt.config,no.mail.drift,55,6324,4840
no.alt.config,no.marked,55,6324,4840
no.alt.config,no.net,55,6324,4840
no.alt.flame,no.mail.diverse,55,156932,49658
no.alt.flame,no.mail.drift,55,156932,49658
no.alt.motorsykler,no.marked.bil,55,272638,18101
no.alt.radio-tv.irma-1000,no.alt.katter,55,12006,11504
no.alt.radio-tv.irma-1000,no.alt.mat.drikke,55,12006,11504
no.film,no.biz.annonser,55,51355,19630
no.kjemi,no.alt.arkiv,55,25136,21500
no.kjemi,no.alt.config,55,25136,21500
no.mac,no.amiga,55,71238,24654
no.mail.diverse,no.alt.arkiv,55,26660,21940
no.mail.diverse,no.alt.config,55,26660,21940
no.mail.diverse,no.alt.flame,55,26660,21940
no.mail.drift,no.alt.arkiv,55,20201,18601
no.mail.drift,no.alt.config,55,20201,18601
no.mail.drift,no.alt.diskusjoner,55,20201,18601
no.mail.drift,no.alt.flame,55,20201,18601
no.marked,no.alt.arkiv,55,50284,36323
no.marked,no.alt.config,55,50284,36323
no.ms-windows,no.tele,55,21902,9781
no.speider,no.sport.diverse,55,4784,1847
no.spill,no.net,55,30675,6456
no.sport.diverse,no.slekt,55,15689,4266
no.tegnsett,no.alt.frustrasjoner,55,2870,1883
no.www,no.alt.frustrasjoner,55,14654,2747
no.alt.gledesutbrudd,no.sport.diverse,54,34672,9680
no.alt.motorsykler,no.jus,54,272638,18101
no.film,no.alt.motorsykler,54,51355,19630
no.general,no.bolig,54,572652,195646
no.norsk,no.typografi,54,107590,28991
no.pc,no.media,54,72503,28078
no.radio_tv,no.irc,54,6092,3057
no.slekt,no.sport.diverse,54,8720,2814
no.sport.diverse,no.radio_tv,54,15689,4266
no.alt.mat,no.marked,53,13614,6912
no.bolig,no.marked.bolig,53,1856,1068
no.elektronikk,no.sources.wanted,53,24612,17793
no.marked.jobb,no.marked.bil,53,20015,16808
no.marked.jobb,no.marked.bolig,53,20015,16808
no.net,no.standard,53,23765,19184
no.radio-tv,no.havforskning,53,15586,5574
no.student.nett,no.jus,53,947,527
no.alt.pompel-og-pilt,no.alt.katter,52,13193,12415
no.alt.pompel-og-pilt,no.alt.mat.drikke,52,13193,12415
no.biz.annonser,no.bolig,52,6978,4924
no.biz.annonser,no.multimedia,52,6978,4924
no.biz.nettilbydere,unknown,52,5604,2699
no.eunet.drift,no.film,52,2743,2106
no.eunet.drift,no.irc,52,2743,2106
no.general,no.video,52,572652,195646
no.litteratur,no.slekt,52,29283,20463
no.marked,no.alt.mat,52,50284,36323
no.marked,no.radio_tv,52,50284,36323
no.news.diverse,no.ms-windows,52,62629,27354
no.norsk,no.sykkel,52,107590,28991
no.radio-tv,no.irc,52,15586,5574
no.radio-tv,no.kjemi,52,15586,5574
no.radio-tv,no.linux,52,15586,5574
no.radio-tv,no.litteratur,52,15586,5574
no.radio-tv,no.mac,52,15586,5574
no.radio-tv,no.mail.diverse,52,15586,5574
no.radio-tv,no.mail.drift,52,15586,5574
no.radio-tv,no.musikk.gitar,52,15586,5574
no.radio-tv,no.net,52,15586,5574
no.radio_tv,no.film,52,6092,3057
no.slekt.programmer,unknown,52,1146,149
no.spill,no.litteratur,52,30675,6456
no.sport.diverse,no.alt.gledesutbrudd,52,15689,4266
no.alt.flame,no.norsk,51,156932,49658
no.alt.frustrasjoner,no.tungregning,51,142818,41663
no.bolig,unknown,51,1856,1068
no.it.diverse,no.net,51,2530,1534
no.news.diverse,no.radio-tv,51,62629,27354
no.psykologi,no.film,51,17960,9534
no.radio_tv,no.marked,51,6092,3057
no.slekt,no.multimedia,51,8720,2814
no.speider,no.general,51,4784,1847
no.tele,no.marked.data,51,19324,7115
no.unix,no.norsk,51,14256,4998
no.vitser,no.spill,51,23838,5996
no.alt.config,no.alt.amiga,50,6324,4840
no.irc,no.eunet.diverse,50,53520,29112
no.irc,no.eunet.drift,50,53520,29112
no.irc,no.news.diverse,50,53520,29112
no.jus,no.slekt,50,59888,34547
no.mac,no.slekt,50,71238,24654
no.mail.diverse,no.slekt,50,26660,21940
no.marked,no.it.diverse,50,50284,36323
no.marked.jobb,no.norsk,50,20015,16808
no.news.diverse,no.ef,50,62629,27354
no.norsk,no.medisin,50,107590,28991
no.radio-tv,no.radio_tv,50,15586,5574
no.radio_tv,no.sport.diverse,50,6092,3057
no.slekt,no.jus,50,8720,2814
no.slekt,no.mail.diverse,50,8720,2814
no.slekt,no.norsk,50,8720,2814
no.vit.diverse,no.litteratur,50,3710,1319
no.alt.motorsykler,no.speider,49,272638,18101
no.elektronikk,no.radio_tv,49,24612,17793
no.media,no.multimedia,49,862,728
no.net,no.eunet.diverse,49,23765,19184
no.net,no.eunet.drift,49,23765,19184
no.net,no.it.diverse,49,23765,19184
no.news.diverse,no.svar,49,62629,27354
no.org.isoc-no,no.org.efn.diskusjon,49,116,49
no.psykologi,no.slekt,49,17960,9534
no.radio_tv,no.alt.radio_tv.irma1000,49,6092,3057
no.slekt,no.mac,49,8720,2814
no.tegnsett,unknown,49,2870,1883
no.alt.diskusjoner,no.vit.diverse,48,168368,81207
no.biz.annonser,no.audio,48,6978,4924
no.jus,no.alt.motorsykler,48,59888,34547
no.kryptografi,no.www,48,2038,983
no.mail.diverse,no.biz.annonser,48,26660,21940
no.marked,no.speider,48,50284,36323
no.marked.bil,no.marked.jobb,48,1434,1075
no.marked.bolig,no.marked.jobb,48,1234,1102
no.marked.jobb,no.it.diverse,48,20015,16808
no.prat.ufo,no.radio-tv,48,4761,628
no.slekt,no.litteratur,48,8720,2814
no.slekt.programmer,no.pc,48,1146,149
no.alt.gledesutbrudd,no.litteratur,47,34672,9680
no.alt.motorsykler,no.audio,47,272638,18101
no.audio,no.alt.frustrasjoner,47,47065,21499
no.bil,no.religion,47,31226,13872
no.biz.annonser,no.marked.bolig,47,6978,4924
no.bolig,no.general,47,1856,1068
no.general,no.media,47,572652,195646
no.it.diverse,no.spill,47,2530,1534
no.linux,no.alt.pompelog,47,55051,23868
no.linux,no.eunet.hjelp,47,55051,23868
no.net,no.spill,47,23765,19184
no.radio-tv,no.alt.pompel-og-pilt,47,15586,5574
no.radio-tv,no.alt.radio-tv.irma-1000,47,15586,5574
no.radio-tv,no.bil,47,15586,5574
no.radio-tv,no.c,47,15586,5574
no.radio-tv,no.ef,47,15586,5574
no.radio-tv,no.embnet,47,15586,5574
no.radio-tv,no.lisp,47,15586,5574
no.radio-tv,no.marked.jobb,47,15586,5574
no.skole.diverse,no.litteratur,47,7597,5491
no.slekt,no.alt.frustrasjoner,47,8720,2814
no.www,no.mail.diverse,47,14654,2747
no.ai,unknown,46,3748,2988
no.alt.diskusjoner,no.musikk,46,168368,81207
no.alt.frustrasjoner,no.standard,46,142818,41663
no.alt.frustrasjoner,no.www,46,142818,41663
no.alt.gledesutbrudd,no.marked,46,34672,9680
no.audio,no.alt.motorsykler,46,47065,21499
no.marked.bolig,no.bolig,46,1234,1102
no.medisin,no.norsk,46,14388,9060
no.news.diverse,no.marked.data,46,62629,27354
no.radio-tv,no.prat.ufo,46,15586,5574
no.standard,no.net,46,928,767
no.alt.mat,no.audio,45,13614,6912
no.alt.motorsykler,no.litteratur,45,272638,18101
no.alt.pompelog,no.audio,45,4872,4129
no.audio,no.biz.annonser,45,47065,21499
no.film,no.eunet.diverse,45,51355,19630
no.film,no.eunet.drift,45,51355,19630
no.jus,no.speider,45,59888,34547
no.lisp,no.unix,45,12384,10668
no.news.diverse,no.eunet.hjelp,45,62629,27354
no.norsk,no.unix,45,107590,28991
no.slekt,no.psykologi,45,8720,2814
no.speider,no.jus,45,4784,1847
no.speider,no.norsk,45,4784,1847
no.telepost,no.slekt,45,7580,5114
no.telepost,no.sources.wanted,45,7580,5114
no.alt.flame,no.sport.diverse,44,156932,49658
no.alt.mat,no.litteratur,44,13614,6912
no.alt.mat,no.multimedia,44,13614,6912
no.c,no.standard,44,23413,17227
no.elektronikk,no.hobby.diverse,44,24612,17793
no.eunet.drift,no.alt.diskusjoner,44,2743,2106
no.film,no.pc,44,51355,19630
no.general,no.student.samfund,44,572652,195646
